id,name,parent_class,section,tags,prerequisites_text,activation_text,effect_text,source_id,source_page,needs_review
oceanic-feeling,Oceanic Feeling,Maelstrom,Game of Throhs Trainer Options,"[""+Speed""]","Prerequisites: Water's Shroud, Master Athletics or Ac- | Rank 1 Prerequisites: Maelstrom | Rank 2 Prerequisites: Adept Athletics or Acrobatics | Rank 3 Prerequisites: Expert Athletics or Acrobatics",robatics Scene x2 - Free Action,"You may activate Oceanic Feeling when either Wash Away or Storm Drain would be triggered to gain that Ability for 1 full round, if you do not already have it, and immediately Trigger it. Activating an Ability this way ignores its usual Frequency. You may use each Ability once per Scene this way. Call The Current [Ranked 3] [+Speed] You learn 2 Moves chosen from the list below, marked with the Rank of this Feature you are gaining or lower.",got,93,False
waters-shroud,Water's Shroud,Maelstrom,Game of Throhs Trainer Options,"[""+Speed""]",Prerequisites: Call The Current Rank 2,Static,Choose Wash Away or Storm Drain. You gain the Chosen Ability.,got,93,False
aiming-down-the-sights,Aiming Down The Sights,Marksman,Game of Throhs Trainer Options,"[""+Attack"", ""Weapon""]","Prerequisites: Marksman | Prerequisites: Marksman, Adept Combat | Prerequisites: Marksman, Adept Perception or Combat",At Will - Shift Action,"Your next Weapon Attack with a long-range Weapon gains +2 to its Accuracy Roll and Critical Hit Range. This effect lasts until used or until the start of your next turn. Double Shot [+Attack] [Weapon] 1 AP - Standard Action You may make two Struggle Attacks with a -2 penalty to Accuracy, each targeting the same foe. If the first attack gains the benefit of Aiming Down the Sights or Clear Shot, the second attack also gains the same benefits for free. Overwatch [+Attack] [Weapon] At-Will - Standard Action Create a Line X, and place a Blast 3 with at least three meters overlapping the Line's area. X is equal to your Weapon's Range. For one full round, if a foe moves in or out of that area, you may make a Ranged Weapon attack, Frequency allowing, against that foe as a Free Ac- tion. You may not attack a specific foe more than once per round this way. While this is in effect, if you Move from your current location, Overwatch's effect is lost.",got,59,False
clear-shot,Clear Shot,Marksman,Game of Throhs Trainer Options,"[""+Attack"", ""Weapon""]","Prerequisites: Marksman, Expert Perception or Combat | Prerequisites: Marksman, Expert Perception or Combat | Prerequisites: Marksman, Master Combat or Perception",Scene x2 - Swift Action,"The target is considered Vulnerable against this attack, and you increase your Critical Hit range by +4 for this attack. Crippling Shot [+Attack] [Weapon] 2 AP - Full Action Make a Ranged Struggle Attack attack with a -2 penalty to Accuracy. If you hit, the attack deals Dam- age as if it was resisted one step, but the target becomes Slowed, loses 1 Speed Combat Stage, and you initiate a Trip Maneuver against the target. You may use your Perception Skill to resolve the Opposed Check if you wish. Dead-Eye Shot [+Attack] [Weapon] Scene x2 - Standard, Priority Use of Dead-Eye Shot must be declared at the start of the round. Nothings happens at this time. At the end of the round, the user may use their Shift Ac- tion, and then make a Ranged Weapon Attack and roll twice for Accuracy. You may resolve the attack using ei- ther result, but if you choose to use the lower result and the attack hits, it is automatically a Critical Hit.",got,59,False
marksman,Marksman,Marksman,Game of Throhs Trainer Options,"[""Class"", ""+Attack"", ""Weapon""]","Prerequisites: Novice Combat, Novice Perception",Static,You gain the Sniper Ability.,got,59,False
corrupt-blood,Corrupt Blood,Miasmic,Game of Throhs Trainer Options,"[""+Defense""]","Prerequisites: Miasmic | Prerequisites: Miasmic | Prerequisites: Adept Guile or Stealth | Prerequisites: Vile Body, Expert Stealth or Guile",Static,"You are immune to the Poisoned and Badly Poi- soned statuses and resist Poison-type attacks one step further. Flexible Form [+Defense] Static Your body becomes more malleable, and even your bones are able to flex when required. You do not gain Injuries from taking Massive damage, and you gain a +2 Bonus to any Acrobatics or Athletics Check made to bend, squeeze, or otherwise contort your body -in- cluding those to avoid Trip or Grapple maneuvers. Vile Body [+Defense] Static Choose Absorb Force, Poison Point, or Poison Touch. You gain the chosen Ability. Miasma's Call [+Defense] Static You learn the moves Acid Armor and Sludge Bomb.",got,87,False
miasma-unleashed,Miasma Unleashed,Miasmic,Game of Throhs Trainer Options,"[""+Defense""]","Prerequisites: Miasma's Call, Master Stealth or Guile | Prerequisites: Miasma's Call, Master Stealth or Guile",Static,You learn the moves Sludge Wave and Toxic. Miasmic Spray [+Defense] 2 AP - Swift Action The Effect of this feature depends on the trigger- ing move.,got,87,False
miasmic,Miasmic,Miasmic,Game of Throhs Trainer Options,"[""Class"", ""+Defense""]","Prerequisites: Elemental Connection (Poison), Novice Stealth, Novice Guile",Static,You learn the Moves Acid and Clear Smog.,got,87,False
blinding-brightness,Blinding Brightness,Prism,Game of Throhs Trainer Options,"[""+Special Attack""]","Prerequisites: Prism | Prerequisites: Prism, Expert Charm or General Edu- | Prerequisites: Sparkle, Master Charm or General Ed- | Prerequisites: Prism",Static,You gain the Illuminate Ability. Sparkle [+Special Attack] cation Static You learn the Moves Tri-Attack and Weather Ball. Rainbow Surge [+Special Attack] ucation Static You learn the Moves Hyper Beam and Morning Sun. Lucent Mirage [+Special Attack] Static You gain the Illusionist Capability.,got,85,False
luminous-aura,Luminous Aura,Prism,Game of Throhs Trainer Options,"[""+Special Attack""]","Prerequisites: Blinding Brightness, Adept Charm or",General Education Static,Choose Starlight or Sunglow. You gain the Cho- sen Ability.,got,85,False
prism,Prism,Prism,Game of Throhs Trainer Options,"[""Class"", ""+Special Attack""]","Prerequisites: Elemental Connection (Normal), Novice General Education, Novice Charm",Static,You learn the Moves Flash and Swift.,got,85,False
prismatic-alignment,Prismatic Alignment,Prism,Game of Throhs Trainer Options,"[""+Special Attack""]","Prerequisites: 4 Prism Features, Master Charm or Gen-",eral Education 2 AP - Swift Action,The effect of this Feature depends on the Trig- gering Move. You may only use Prismatic Alignment with each Move once per Scene.,got,85,False
explosive-runes,Explosive Runes,Rune Master,Game of Throhs Trainer Options,"[""+Attack or Special Attack""]","Prerequisites: Adept Occult Education, Glyph, Hidden",Power 1 AP - Standard Action,"You may use Hidden Power, originating the at- tack from the location of the targeted Glyph. Use your own Stats and Hidden Power values to calculate dam- age. Using this Feature causes the Glyph to become vis- ible and glow for a minute afterwards.",got,52,False
hidden-power,Hidden Power,Rune Master,Game of Throhs Trainer Options,"[""+Attack or Special Attack""]",Prerequisites: Rune Master | Prerequisites: Hidden Power | Prerequisites: Rune Master,Static,"You learn the Move Hidden Power. Whenever you use Hidden Power, it may be either Physical or Spe- cial, adding the appropriate Attack Stat. Rewrite [+Attack or Special Attack] Daily Reroll the Type for an instance of Hidden Pow- er the target knows If you target an Unown, you may transform the target into a different letter. Glyph [+Attack or Special Attack] At-Will - Extended Action You may set the target Unown against any flat surface, and turn the Unown into a glyph. Glyphs have HP equal to your Level, and no other stats. Glyphs last until they are destroyed or intentionally de-activated, at which time the Unown returns to Unown Space, dis- appearing forever. You may have a number of active Glyphs equal to your Occult Education Rank. When setting a Glyph, you may have the Glyphs be either visi- ble or invisible, as you prefer. At any time, as a Standard Action, you may Channel any Glyph youhave set down. This causes the Glyph's eye to open and become visi- ble if it was not. While you are channeling a Glyph, you are able to see through the Glyph, listen through it, and project your voice through it.",got,51,False
rune-master,Rune Master,Rune Master,Game of Throhs Trainer Options,"[""Class"", ""+Attack or Special Attack""]","Prerequisites: Own 2 Unown, Novice Occult Education",Static,"You gain the Gather Unown capability, and your Unown gain the Letter Press Capability. When using Gather Unown, you are treated as a level 20 Pokémon.",got,51,False
sentry-runes,Sentry Runes,Rune Master,Game of Throhs Trainer Options,"[""+Attack or Special Attack""]","Prerequisites: Expert Occult Education, Explosive","Runes, Hidden Power 1 AP - Standard Action","The target Glyph becomes an Unown of your Trainer Level, its Stats allocated as you wish. This Un- own knows a single instance of Hidden Power, identical to your own. The Glyph can fight on its own without needing you to command it. At the end of the encoun- ter, or after 5 minutes, the Unown returns to Unown Space forever, destroying the Glyph. You may only have one Glyph active in this way at a time; if various Alarm Glyphs are triggered to become Sentries at the same time, only one does so; the others will do so once the previous one has been destroyed if the Trigger condi- tion is still being met.",got,52,False
words-of-power,Words of Power,Rune Master,Game of Throhs Trainer Options,"[""+Attack or Special Attack""]","Prerequisites: Adept Occult Education, Hidden Power | Prerequisites: Glyph",Static,"Instead of a Burst, you may choose to have Hid- den Power be a 1 Target Melee, 1 Target 6m, or Cone 2. Additionally, you and your Prime Unown always have STAB on Hidden Power as if you or they were of the same Type. Alarm Runes [+Attack or Special Attack] Bind 1 AP - Standard Action You give the Glyph a Trigger, which may be as vague or as precise as you like (i.e.: ""If anyone enters the room"", ""if James peeks in my diary"", ""If a Torkoal uses Surf while I scream the word ‘Gelato'""). If the trigger is met within the Rune's 30 meters, the Rune will become visible, and will begin screeching loudly, alerting any- one nearby. You are capable of hearing this screeching noise in your head, regardless of your current distance. Glyphs will remember their Triggers as long as the AP spent on the Feature is Bound. If you have the Explosive Runes or Sentry Runes Features, you may instruct this Glyph to automatically use the chosen Feature as a Free Action when it is triggered if you have the AP to spend. You may have only one Glyph use Explosive Runes per round, even if multiple Runes are triggered at the same time.",got,51,False
shade-caller,Shade Caller,Shade Caller,Game of Throhs Trainer Options,"[""Class"", ""+Attack or Special Attack""]","Prerequisites: Elemental Connection (Dark), Novice Guile, Novice Stealth",Static,You learn the Moves Faint Attack and Snarl.,got,65,False
twisted-soul,Twisted Soul,Shade Caller,Game of Throhs Trainer Options,"[""+Attack or Special Attack""]","Prerequisites: Shade Caller | Prerequisites: Shade Caller | Prerequisites: Shade Caller, Expert Guile or Stealth | Prerequisites: Sharpen Shadows, Master Guile or",Static,"You gain the Twisted Power Ability. Living Shadow [+Attack or Special Attack] Static Your own Shadow can attack others; you may have your Dark Type Moves originate from any Square adjacent to you. If you are fighting among complete darkness, you may have your Dark Type Moves origi- nate from any square within X meters that is completely dark, where X is the higher of your Guile or Stealth Rank. Attacks originating from Living Shadow do not trigger effects that rely on being hit with a melee attack. Sharpen Shadows [+Attack or Special Attack] Static You learn Dark Pulse and Night Slash Heart of Darkness [+Attack or Special Attack] Stealth Static You learn Night Daze and Punishment",got,65,False
world-of-darkness,World of Darkness,Shade Caller,Game of Throhs Trainer Options,"[""+Attack or Special Attack""]","Prerequisites: Shade Caller, Adept Guile or Stealth | Prerequisites: Shade Caller, Master Guile or Stealth",2 AP - Standard Action,"You create a zone of Shifting Darkness in a Burst 2 around you, which persists until the end of the en- counter. All targets without Darkvision attacking from or i nto the Shifting Darkness receive a -3 penalty to Ac- curacy. You may count Shifting Darkness as complete darkness for the purposes of activating your Living Shadow. As a Static effect, you also gain the Darkvision Capability. Dark Soul [+Attack or Special Attack] Static Choose Shadow Tag or Super Luck. You gain the chosen Ability.",got,65,False
